cant_ejes, ns_rutas_completas, ns_rutas_vacias, ns_rutas_esparso_conexo, ns_rutas_esparso_disconexo, ns_rutas_denso_conexo, ns_rutas_denso_disconexo
866, 851445976, 617822343, 631079726, 622952014, 743805065, 768305570
867, 814513537, 647727655, 724820344, 634083753, 748484051, 791818168
868, 704465760, 583242313, 639376020, 627073246, 795774058, 821926675
869, 768238277, 616604004, 606531655, 560476202, 847363265, 758062872
870, 705946854, 597560832, 612879191, 652942203, 758425366, 734702566
871, 782138527, 606484100, 639794776, 640956987, 776078726, 787087347
872, 752671854, 872356333, 653648593, 613867847, 708834728, 719357432
873, 860365919, 625507327, 696279948, 625813679, 762605557, 759601597
874, 800729890, 721485652, 581363465, 590828526, 688133547, 771888556
875, 741817691, 594004457, 671331064, 590116717, 807168027, 731957583
876, 729566198, 563629650, 718463064, 496294150, 700422768, 834326404
877, 767039828, 661227643, 640143833, 604797111, 987683394, 831199536
878, 840968783, 684415587, 627125714, 571446638, 701043809, 727867690
879, 834066477, 777528435, 685543881, 581706539, 755396458, 782915534
880, 875964101, 722335149, 745531927, 566496948, 700433066, 731467084
881, 752946313, 571746265, 661863091, 606168482, 762070772, 753916455
882, 737324569, 649809517, 651350927, 623188386, 726565395, 780855686
883, 808294829, 661101106, 741939553, 613347393, 790407953, 824347176
884, 764683738, 659195308, 644034167, 541619150, 852019550, 794093934
885, 782339428, 636515414, 694583261, 611022383, 694880517, 813115837
886, 795183801, 716086003, 717633240, 603881890, 752978613, 788549300
887, 754193265, 668971154, 652709996, 598952995, 768536643, 832729007
888, 861111597, 721317644, 732315033, 570216473, 775559675, 831766840
889, 791141134, 672934522, 642026920, 580087870, 778539723, 810778070
890, 819796827, 633621195, 763440312, 663417535, 780585997, 800223462
891, 820061554, 787655041, 673198071, 661006968, 996294169, 757281398
892, 804506937, 790939158, 801307873, 587359819, 854462229, 785697263
893, 788697359, 729128922, 598275405, 589451782, 741805669, 791356477
894, 844457866, 728712536, 642254743, 749560334, 767957907, 827698289
895, 805269147, 671569339, 744015814, 617062369, 872311030, 809497312
896, 786650722, 684707866, 720135498, 585541300, 790709976, 806298737
897, 814660006, 737051291, 833081938, 592029112, 767790072, 784752876
898, 939828809, 777484577, 711805636, 752009477, 782240835, 741052611
899, 742077564, 683418411, 650694645, 607391564, 759702449, 809316191
900, 967942938, 574846233, 694391146, 813775573, 756447682, 860952934
901, 853531717, 796256166, 704565789, 626012552, 696035547, 771255117
902, 773940883, 714000790, 728112933, 584370676, 748967897, 808160500
903, 830390325, 797626132, 653543897, 619874779, 822135245, 825612299
904, 930437027, 649187871, 739496605, 615408193, 918261047, 822869149
905, 826798941, 808919390, 675540676, 636461753, 906270597, 752725006
906, 813672352, 650065917, 680794865, 628543950, 769038724, 883248975
907, 896455340, 804309003, 775931456, 642915789, 881832443, 851064638
908, 791341957, 674450242, 720880868, 667871937, 847743851, 811320363
909, 801584390, 803387450, 750996135, 600741846, 782439359, 904241777
910, 865503458, 719773918, 765114276, 713956866, 858878175, 828953272
911, 818273374, 703439628, 686018644, 612207071, 954137319, 835214279
912, 834048935, 708638774, 731384100, 644275961, 843318096, 837382894
913, 808627889, 719397143, 673359349, 606265612, 929922663, 817188090
914, 802314565, 723763297, 742151185, 661726521, 814722420, 908536696
915, 841435126, 780318159, 648735179, 623274180, 893876263, 847940517
916, 878620819, 692545907, 682799305, 593378587, 778271278, 932845856
917, 991969166, 723628172, 749663557, 604857228, 847650969, 801765917
918, 848889165, 830197266, 774250743, 719235847, 864602527, 801389100
919, 924552001, 689510292, 716960243, 642757384, 795900725, 806194610
920, 901796790, 659820676, 746959898, 693022739, 820479731, 833169708
921, 885128173, 681082876, 712580654, 795717090, 905036276, 877019959
922, 801271287, 653702715, 739569967, 686692974, 828605988, 898018967
923, 832337654, 686017574, 808317390, 601607303, 858485494, 820103873
924, 854241105, 720389668, 756322756, 705993518, 841849169, 895140225
925, 871977024, 767966756, 731979960, 704094165, 861622062, 858768926
926, 829652321, 781840115, 811245382, 682255579, 864953311, 869112731
927, 867211065, 796375479, 736411153, 673586346, 849544794, 932764494
928, 860750976, 685792134, 748833725, 643164831, 836429429, 806677011
929, 888194645, 779394815, 793068762, 718704901, 933113961, 797823387
930, 900810012, 678907312, 751792157, 717183680, 831040941, 788266546
931, 942678913, 689116951, 694388031, 724628361, 864622580, 856741947
932, 886204774, 720067167, 751271819, 681635295, 861675686, 931795522
933, 950630508, 842477791, 781416264, 802965355, 814038124, 882693242
934, 873008937, 719804075, 759238062, 689763415, 923042699, 857689807
935, 867286978, 763749332, 686711935, 710488686, 824701864, 849289808
936, 823568608, 773473240, 725229982, 654473679, 878015867, 824980204
937, 853313138, 726830354, 748081416, 692680209, 787926701, 847555092
938, 865737627, 762186477, 755962471, 727062740, 942038728, 877388380
939, 878326340, 863811736, 753466142, 714754238, 894153108, 856536699
940, 945327785, 813253674, 849790729, 631250466, 874089101, 914817700
941, 876406126, 792626464, 709723573, 789248727, 944780074, 1054894968
942, 875942668, 733373930, 754900561, 708854384, 878258716, 886951446
943, 887995352, 705900381, 951802360, 727048911, 997575322, 881635447
944, 888571453, 739299642, 749025414, 664251716, 845313199, 848643772
945, 873856131, 721921636, 829991567, 688597161, 827876756, 912563481
946, 841562402, 817734894, 766440812, 715823819, 850302712, 906360676
947, 851264124, 780315389, 816390562, 643028099, 931051589, 865278992
948, 906114557, 814089134, 810670023, 653838789, 817895339, 978742264
949, 889872622, 762230333, 755877535, 740675380, 880741398, 950866051
950, 963906335, 703095029, 704113533, 775621493, 875506595, 886848331
951, 849328253, 787305613, 703223948, 734282401, 1120511444, 954476735
952, 891368801, 826327558, 840359716, 711479629, 845441170, 970432282
953, 930424917, 828654783, 849256173, 708303216, 837751960, 901494000
954, 840023142, 710997178, 765499563, 684613365, 872564257, 786399557
955, 931814307, 791981077, 741651293, 765586076, 1015965488, 1029053699
956, 891114845, 712259092, 755161374, 683896661, 933890814, 941220224
957, 973428394, 773582289, 756412645, 665295173, 926273697, 922186984
958, 909049739, 780691279, 809981672, 795691200, 875463571, 842692273
959, 1025650192, 762934677, 740150490, 664325181, 955623287, 971003208
960, 904260567, 788127071, 770922763, 789894179, 914702718, 935816762
961, 932411612, 774646610, 846238890, 750843196, 912550168, 963992312
962, 1029641341, 793560314, 849505628, 690565076, 1000898944, 898409996
963, 951645599, 745721332, 781249337, 745813210, 918353272, 915856211
964, 895556470, 711807999, 810859273, 634702001, 876934640, 1026219041
965, 978766209, 865133170, 767689326, 786848262, 917389804, 958725426
966, 907066382, 740406568, 813141700, 745087749, 954547287, 907621989
967, 914225451, 787724912, 767191821, 736723060, 964654174, 991380087
968, 948062790, 785626407, 963300099, 716216954, 885724532, 908616360
969, 921693998, 800120102, 772659585, 704174653, 998632670, 1016546380
970, 1055151625, 773943485, 803435975, 687132123, 1005120956, 915503748
971, 951491912, 811236032, 913738436, 783286818, 843367356, 893115047
972, 982972001, 880347328, 795766149, 732911246, 925947641, 957377060
973, 997052961, 833062093, 806383242, 829046254, 990273720, 907422099
974, 967380147, 757641379, 773226139, 847098046, 929351018, 1007856838
975, 1003303615, 854079391, 893691021, 802386728, 988520884, 972202138
976, 882050242, 872537402, 927352271, 799057566, 951161967, 1012831757
977, 996285403, 877399336, 814536937, 877767147, 976020581, 895522194
978, 954259339, 928834863, 781314836, 921756015, 961237481, 936504418
979, 1053580744, 807762782, 810395214, 641627254, 936875906, 968861274
980, 1014893098, 881942236, 806657864, 761928775, 881630217, 1044121687
981, 964535952, 766210571, 817069115, 824404766, 1029091390, 938884248
982, 941030064, 919718134, 862375453, 757377914, 1002986363, 1020255160
983, 961640153, 843454779, 789000660, 805376940, 1045687433, 997905104
984, 1068123166, 741691860, 855671284, 791565680, 958093278, 1119010002
985, 969310933, 842020740, 776230747, 846509808, 1003086582, 994279537
986, 1002308139, 781545905, 778826925, 706266595, 1120288953, 996570520
987, 1010625307, 741219624, 808079248, 713880792, 1017235774, 961576745
988, 1046975187, 869557313, 839334545, 786425264, 1047095242, 980710485
989, 971745401, 831799490, 846532256, 735797676, 971279814, 1027439333
990, 1126498558, 802523291, 899598727, 731170454, 940271725, 969036276
991, 1022186728, 916150752, 905196838, 781748947, 988096013, 882161650
992, 1052150262, 864736171, 823423877, 715588246, 1105975563, 992188715
993, 1030287176, 815481995, 863873254, 715882818, 1296589828, 978730306
994, 995087893, 793051479, 829248143, 714539169, 941746905, 997860204
995, 1025926173, 923455625, 837895352, 728491126, 1021172326, 902038429
996, 996429792, 769196160, 984711794, 724208993, 885787965, 1049063690
997, 1055301110, 876224802, 819856711, 902291663, 1000896490, 1085212402
998, 1083553709, 833221674, 931505106, 763354995, 1108004981, 990196951
999, 1006985213, 817499353, 846634313, 745136814, 1057571351, 1020284585


