cant_ejes, ns_rutas_completas, ns_rutas_vacias, ns_rutas_esparso_conexo, ns_rutas_esparso_disconexo, ns_rutas_denso_conexo, ns_rutas_denso_disconexo
432, 150535261, 151992403, 143543343, 133885743, 181300479, 169080082
433, 169024388, 131267641, 150338530, 133542063, 152134345, 156840486
434, 167864408, 158176162, 153430380, 147955250, 165269157, 147216541
435, 186558352, 131941336, 160099992, 135259580, 135752660, 142625735
436, 152936503, 170051373, 128640971, 147615485, 170825476, 151308770
437, 178483799, 154043512, 138456201, 128628843, 150403379, 162640601
438, 181213373, 130855698, 150969555, 127874469, 160826999, 172336415
439, 170098205, 159356146, 133140856, 136416657, 198327884, 170580421
440, 181601214, 147387656, 153782942, 138221304, 167322306, 198651018
441, 179943258, 145624941, 136672784, 122244585, 186538318, 173606199
442, 202254060, 166352955, 174970969, 119798771, 156383743, 171606805
443, 160609848, 157369053, 140338079, 118051486, 159719363, 165173525
444, 171750468, 171890592, 163844741, 130197960, 179799577, 193070817
445, 182390180, 173964090, 177222465, 148151530, 195013895, 182766782
446, 191616783, 158801760, 153689555, 129884779, 192407980, 197789629
447, 194656973, 156810951, 180044865, 154389816, 189973173, 181694496
448, 164637363, 134790655, 146434494, 154265092, 183652334, 183691753
449, 172125710, 152257618, 160441954, 141206274, 187230926, 174810224
450, 169954404, 153276521, 144093624, 175050592, 196800696, 190377674
451, 202295883, 137854766, 158282940, 135524355, 185895262, 173687041
452, 172213062, 162276321, 161838302, 144936697, 184994337, 169907626
453, 178442105, 163905549, 140529243, 131192250, 182561969, 189871290
454, 172901078, 153255591, 156242176, 118937766, 163810481, 199643378
455, 212913326, 169218146, 149438166, 142233475, 174068425, 178556020
456, 168658031, 184094874, 142730651, 126337906, 168261057, 179235620
457, 190147815, 170376384, 187477646, 137319908, 216535016, 214024273
458, 187008374, 139314453, 198070402, 130271893, 178534707, 170334357
459, 195034694, 174338247, 166361936, 134313410, 175243906, 208554996
460, 190008107, 147089645, 158102210, 132958095, 180788804, 201315549
461, 225493135, 156532559, 197329681, 153047289, 170336068, 209952524
462, 181095072, 157484313, 167998969, 156887487, 168342548, 169283348
463, 167126131, 182705831, 162865816, 135735514, 168788435, 160436200
464, 186825899, 139086855, 146311670, 153183129, 206026510, 204826712
465, 193340407, 141788473, 165201467, 139569396, 190532988, 210470876
466, 204522812, 163332546, 165276131, 138803121, 222845814, 198594363
467, 183279365, 146296886, 167050617, 145039675, 195828048, 201968015
468, 198803179, 178768044, 185978557, 153269567, 188389181, 183610932
469, 171794188, 153632013, 167457961, 138275520, 185206105, 214452692
470, 201954479, 147716522, 205448074, 161766476, 211790258, 183912798
471, 190371175, 143162818, 154334359, 154426194, 191022006, 196069603
472, 231414148, 153679166, 196188379, 187546515, 193812552, 209863463
473, 205818636, 192351255, 189162511, 138463776, 186993421, 194052699
474, 229652854, 179514166, 171992508, 140798039, 183555682, 207999209
475, 209668225, 174523139, 158463943, 155024775, 181850097, 205376136
476, 206546446, 162715125, 195308299, 150874787, 190186848, 196998470
477, 194291451, 169808954, 175967139, 165819335, 219474199, 209878986
478, 195032204, 164104238, 155286441, 152233089, 224631130, 218344069
479, 202632034, 173374575, 172096193, 161966738, 233395590, 231802051
480, 200810318, 156145497, 175039080, 156369062, 222770252, 200598820
481, 231971271, 157353351, 200740136, 159385391, 181638611, 222775818
482, 202797984, 184643517, 181349800, 168334886, 197100962, 213307259
483, 221084362, 180625372, 202890359, 171882970, 216599129, 207179895
484, 225700203, 192286104, 210599712, 153158139, 190633097, 208451377
485, 212560819, 175874400, 177814963, 184547855, 211382503, 233411631
486, 219348925, 170159846, 193780571, 148764298, 188910618, 211319690
487, 217832083, 169606919, 156652965, 175037408, 216697187, 230624820
488, 241734572, 181342449, 165790258, 181254773, 209135054, 242378935
489, 215741432, 175331645, 168527825, 154870564, 211075322, 213407216
490, 229174125, 186307271, 164943722, 180499547, 232461627, 233190608
491, 287780266, 226367778, 212145395, 161110705, 276016500, 269753015
492, 219605191, 184184524, 214692497, 173495615, 218891302, 227444516
493, 285025539, 214643610, 246771575, 205113664, 251937675, 227922574
494, 235032272, 183116356, 241793115, 174388407, 279396625, 280612590
495, 268485712, 239999429, 214064687, 219364691, 248492311, 271318632
496, 221661014, 193229746, 224247650, 217515662, 279241462, 228668020
497, 230072416, 187268557, 203557381, 190623773, 289579706, 271393253
498, 279856381, 282227525, 225412054, 202114352, 240504970, 239550928
499, 264779279, 293738976, 231364203, 179214555, 239137953, 226364270
500, 222486375, 204187939, 232657640, 232394755, 253709578, 241669945
501, 242306623, 203528530, 221084844, 206049780, 230735172, 251635965
502, 233775702, 177621985, 194965310, 189634282, 241403626, 233339185
503, 228878049, 205182934, 188626073, 198176572, 250063449, 248473965
504, 225223312, 195898834, 204715598, 179509977, 220675012, 223288008
505, 220599096, 196359785, 188177278, 172993325, 211759646, 231278004
506, 239347583, 204147219, 228320312, 161989096, 241564589, 275982213
507, 256720349, 203942261, 201150631, 256274066, 260453078, 332780222
508, 282877563, 218719140, 270846409, 255296396, 328978940, 287893140
509, 268882170, 226739829, 235247805, 203705582, 309579946, 321459859
510, 234974198, 259833064, 221264561, 183110001, 264286762, 318536639
511, 237997557, 189423855, 206632947, 183313733, 221577901, 242752536
512, 300337746, 246561035, 260734761, 222575224, 355576675, 258922443
513, 276231877, 252394697, 221223467, 231958722, 293058487, 315888089
514, 344462287, 253023432, 223186367, 296694022, 287776243, 314053953
515, 277462551, 264345005, 204183567, 201218165, 243367276, 275231972
516, 274775109, 228486191, 220320141, 227178002, 288641796, 282635628
517, 286057438, 229235194, 260149905, 221780826, 277721534, 305408033
518, 240868619, 245679936, 234620265, 238389138, 261016997, 333011062
519, 294450641, 239319148, 228712688, 204691564, 309931968, 330893589
520, 274388887, 230287066, 223139387, 230363199, 288727214, 304486966
521, 343952145, 261002039, 251706787, 215361604, 308670796, 279024371
522, 247994887, 205847901, 201921069, 232911961, 244045190, 290038109
523, 243895889, 215945410, 250412489, 241544090, 301727471, 257805551
524, 261948320, 224416384, 261604161, 227029796, 260540913, 276888906
525, 286710263, 199291425, 194511921, 199555592, 268359570, 245049087
526, 268845507, 233488658, 211132513, 203740188, 239361838, 256702518
527, 288923877, 233352494, 222355341, 173972195, 255936478, 245760160
528, 237623510, 218991746, 225386103, 195535427, 265295564, 255554667
529, 278197170, 209523288, 227369172, 179703684, 251318771, 239845902
530, 257637163, 218651499, 219553473, 202514253, 228790686, 327792982
531, 286456684, 236287282, 234195052, 214564933, 259603328, 245827312
532, 270628905, 268052127, 253924251, 184206992, 298825677, 267804029
533, 295358906, 255700962, 287521729, 243199796, 331857308, 276458124
534, 281203740, 262096224, 266212773, 217710004, 257778668, 293632068
535, 356690265, 273849516, 248427932, 270822520, 316326011, 335277535
536, 270609889, 237718575, 237312924, 182011057, 283119612, 336810641
537, 264339660, 226848777, 282360976, 211086936, 303683638, 274862123
538, 280429621, 227693820, 245465120, 208007396, 245301019, 279910852
539, 277159036, 230445395, 237912048, 211785581, 285867982, 267500672
540, 271323978, 265111334, 216803525, 202879293, 282114325, 271459758
541, 283628115, 206085318, 228015978, 200561882, 305138585, 261971084
542, 266762966, 218017512, 290381647, 246588441, 250291157, 270587039
543, 234564426, 217772414, 235816438, 215198202, 274359307, 272312851
544, 243737252, 273441185, 234518762, 212686068, 237371513, 254721279
545, 292815419, 223062292, 219048570, 218760798, 275914264, 274765580
546, 270517059, 249541862, 240323105, 214039492, 265053130, 267536533
547, 269472137, 223475932, 255325508, 250616074, 264347650, 275170706
548, 276200292, 233630931, 262188522, 228766847, 273985803, 311772210
549, 269034287, 225660436, 200647311, 194221752, 262851918, 262960051
550, 257906311, 242976808, 221974026, 205890272, 255065906, 264558389
551, 306262080, 238673260, 260430529, 222051866, 307362633, 292719656
552, 295379625, 291693498, 221071237, 209954559, 259152223, 268020053
553, 334977188, 242598750, 242716364, 258806359, 285725117, 288410641
554, 320844036, 241554324, 238145059, 236173057, 270270399, 265183493
555, 301835073, 271744188, 247599754, 205307811, 261262265, 260885583
556, 289960822, 270917254, 211682392, 210861017, 312521180, 311413245
557, 291641565, 297027143, 237241616, 230057525, 284640655, 287486923
558, 294385057, 227319620, 229057386, 203023861, 272924431, 289762820
559, 283801058, 237060550, 263509474, 231893496, 289438420, 327864677
560, 291635312, 232326010, 234212895, 197627248, 289100115, 269583120
561, 262417249, 270888680, 271284795, 263594264, 285036382, 264594534
562, 302156070, 230654546, 255723524, 224028300, 271297301, 274992614
563, 297122178, 230315885, 228220025, 217125907, 274008423, 298893610
564, 292936413, 285000205, 236111920, 291655187, 305448415, 308442186
565, 287300115, 285129454, 243918726, 206875555, 282667452, 303684020
566, 331130337, 236037475, 243914861, 230523046, 272137876, 278499258
567, 319623137, 239610664, 237218777, 227079523, 287987786, 281319344
568, 294854169, 317332664, 253637747, 230018892, 284318044, 296426788
569, 287274046, 279306254, 256161204, 219542557, 318499656, 304698418
570, 297206821, 237469539, 241156966, 252139463, 315329969, 277636749
571, 311873233, 310242378, 294153648, 247164242, 309461886, 317725232
572, 306408955, 233681889, 245065354, 214104018, 293932871, 309395919
573, 326960857, 262633171, 258432863, 206468479, 279111782, 291934143
574, 304872193, 300228904, 269131874, 252753968, 274118389, 297217813
575, 296414933, 230303140, 227005794, 240167576, 314130343, 326326304
576, 309706719, 242885245, 270763854, 228808974, 315881253, 315872979
577, 313703572, 279004279, 235948161, 244303391, 351124995, 350654831
578, 361920230, 255623969, 257494236, 233825781, 271645182, 316589069
579, 292322350, 264774410, 252003610, 248685450, 288506016, 289702570
580, 333003380, 238346689, 277771943, 207415858, 312485401, 304855411
581, 332086419, 267615849, 246529236, 283728046, 307197039, 308957743
582, 372350035, 315176941, 269925702, 238783794, 296808249, 332535774
583, 324087040, 270529488, 233922851, 219770166, 361520859, 297861102
584, 326507253, 256518411, 230528067, 228822387, 317256042, 360535588
585, 319179251, 270943044, 275709183, 236256784, 297980999, 335719240
586, 366453234, 265791837, 250805541, 253918011, 297225485, 343631009
587, 303612244, 278313148, 258199880, 239250549, 333244352, 358432988
588, 298308350, 276258335, 268542624, 253754548, 309823512, 378974818
589, 288565331, 265120529, 319682836, 242286764, 319918978, 383602694
590, 340042119, 311755121, 247796780, 240031624, 315367084, 347022151
591, 340684638, 275486164, 287233444, 287390005, 360310756, 319913016
592, 340393105, 286826568, 319581490, 310974045, 314524274, 324117208
593, 333770857, 270712226, 246962545, 254601406, 293631371, 345448077
594, 312996269, 296357151, 265280762, 252582616, 326164792, 299202821
595, 360731834, 281392116, 316249271, 248772027, 286972259, 337916371
596, 338472002, 294348651, 252519511, 273275694, 378066366, 328500225
597, 317931550, 341033600, 262382990, 229039608, 341756183, 313922297
598, 363313822, 295655911, 289943742, 254013958, 331592095, 341716133
599, 345476505, 305247560, 292736285, 281430604, 338576561, 342897119
600, 346293983, 295750651, 285320535, 253820329, 332871806, 351118870
601, 326875079, 264393078, 314995295, 258078123, 329827598, 367115963
602, 318282648, 301550321, 299494361, 245222219, 383642915, 336250334
603, 380287601, 288839718, 299210313, 307311558, 331735876, 366731665
604, 337465305, 266322580, 293135569, 267776748, 334572928, 326355411
605, 346586014, 302253993, 304316461, 233377907, 383930356, 392770893
606, 350738823, 306824790, 288982312, 260859129, 313502638, 343088844
607, 322414034, 314142306, 292781834, 240448080, 314949841, 341744553
608, 377451259, 307555609, 293914464, 233874013, 328931353, 339711831
609, 353757582, 274467076, 294159219, 312061329, 344154318, 356730050
610, 341375063, 307078578, 333296434, 251176216, 322694962, 359476137
611, 369693591, 279810252, 317660992, 301039455, 377105809, 341792257
612, 337135843, 275986610, 280507840, 273858457, 326582051, 383209243
613, 386075491, 283563399, 301693672, 309651622, 340266117, 358479622
614, 404973278, 305318920, 300419369, 263961840, 334029693, 394097084
615, 356866435, 319622408, 285993456, 274164343, 371275988, 321910347
616, 367878979, 272485649, 331071612, 286040685, 340310687, 421629295
617, 416943559, 355056095, 281430810, 279208111, 330316186, 339963347
618, 343294277, 313843325, 288503816, 299064039, 351076723, 385341867
619, 371430528, 305730517, 295596187, 247774775, 357793914, 377171175
620, 359979843, 319061221, 295488440, 334002425, 357573251, 356912616
621, 348310623, 302956214, 310208528, 242858790, 321973737, 358620163
622, 367501940, 340341835, 287879811, 251654401, 389757748, 388972351
623, 339854524, 287777781, 317915135, 291928563, 355825848, 355084516
624, 348471445, 386053901, 318187420, 306356211, 341257786, 424792713
625, 371388082, 305895166, 369502773, 268902888, 360013315, 368876668
626, 396559587, 324587076, 304171366, 291805372, 370691276, 385158048
627, 373911004, 330104171, 335317111, 278338615, 338151775, 400685175
628, 382752518, 328937785, 292723876, 255516425, 357292652, 376973068
629, 366555828, 294729439, 347508004, 334050619, 357356246, 384470748
630, 398951611, 279013349, 306032263, 257885061, 391872924, 370030384
631, 368289563, 324628381, 314519465, 278134598, 392369481, 388414518
632, 396834167, 288168272, 324967033, 379902855, 360333578, 378678024
633, 384217502, 318393144, 336562625, 286188831, 369957697, 397266177
634, 388456790, 334997409, 291004156, 272078199, 368554656, 408703015
635, 417805454, 303028497, 303008529, 248557722, 388498883, 381618398
636, 432539966, 338544940, 320981591, 302042534, 438397080, 399221614
637, 420475971, 346301144, 328617337, 315216636, 365565798, 384468997
638, 406116338, 337764603, 315428146, 265535313, 355602130, 363896677
639, 378478789, 324863585, 360920086, 283634532, 423197818, 354014028
640, 378413335, 348144049, 332420276, 319566081, 368011815, 383632354
641, 384508201, 329556478, 302957584, 305778571, 374985682, 371211324
642, 439286728, 322525253, 361336531, 303197049, 422818499, 367924101
643, 403085215, 347503195, 307250578, 348396233, 394521321, 402721525
644, 395330242, 326693932, 322099568, 315594650, 385591562, 370570129
645, 398368706, 343303236, 338977061, 328570686, 381827643, 392095978
646, 418812591, 331336603, 369470096, 286876799, 408302058, 419466061
647, 451463675, 379309328, 300225722, 302882928, 430545669, 416101038
648, 379672631, 341425237, 307340616, 314167444, 439757487, 439765850
649, 446843480, 300827899, 320564478, 312268990, 374970447, 398150643
650, 379453297, 334341790, 354931145, 282731226, 402661763, 413780573
651, 437555860, 309054104, 385985987, 327680363, 375402545, 381808957
652, 382302678, 366354122, 339287337, 389292858, 423343029, 391339557
653, 403067185, 360520098, 327315938, 337731696, 385902235, 394585863
654, 427684695, 348000441, 345586319, 317098684, 371980917, 416247755
655, 410068361, 356317227, 345997467, 317893615, 417700750, 447323747
656, 437462775, 332854106, 304689661, 274219868, 414992268, 400521957
657, 428093613, 326193742, 371453119, 303168179, 398329946, 379375793
658, 394691480, 383852025, 323270890, 326141107, 412275840, 416446976
659, 383196488, 357389995, 332103515, 316721168, 390530974, 438920657
660, 503099944, 339450522, 378674747, 322037166, 486190002, 395343055
661, 405413559, 361567710, 332373938, 320728032, 446375214, 407345886
662, 404154874, 429330125, 355178988, 333064382, 373745472, 381842469
663, 391095397, 389203371, 365819482, 302767905, 456857971, 406530421
664, 436859840, 367531138, 341164249, 366747765, 425195936, 448359892
665, 423550728, 354806280, 374108861, 335526971, 383009095, 402177455
666, 383909030, 387844852, 354913472, 312544470, 414078879, 433893984
667, 432671303, 370994882, 326158675, 313850061, 381328551, 428993330
668, 443489629, 364025552, 348337916, 312321298, 385265888, 409266415
669, 416748166, 364130248, 413623053, 315865317, 435279801, 425515739
670, 424270293, 343283421, 351603861, 324049376, 392412663, 453792929
671, 450364310, 335462272, 348825876, 303790679, 442201414, 468096952
672, 458237787, 328724021, 353417917, 323691281, 464903478, 431569867
673, 428260825, 340301133, 408793956, 320233577, 402373143, 421020880
674, 404495743, 357347093, 391989138, 333971171, 420435433, 424345038
675, 464976925, 367998998, 355056863, 337056137, 443442780, 413543460
676, 415734465, 360036680, 397451178, 307923427, 393049539, 425310863
677, 455383535, 351698986, 352039820, 339098536, 429685608, 461397401
678, 461639060, 380692156, 453965055, 325247952, 442417069, 400327439
679, 428776975, 395840972, 436385944, 361787622, 436397984, 516979863
680, 428529992, 440228021, 381010388, 338743285, 471069229, 458670302
681, 445665860, 380818292, 375925850, 365710946, 401422398, 419582671
682, 444305418, 378772550, 359783922, 346009535, 403855856, 486454152
683, 443844502, 329032733, 363903825, 334257612, 432452638, 448902149
684, 438954469, 383777760, 388755286, 299182234, 451100316, 460283783
685, 424166049, 346148147, 358669280, 375993445, 464135950, 436025486
686, 471589699, 490329225, 445012530, 406330104, 477683130, 497216668
687, 450632774, 369333519, 432869966, 380135961, 474208713, 415116506
688, 516573659, 383549600, 353266974, 327119391, 402355284, 433599375
689, 450453725, 364813041, 379388879, 370339347, 438519706, 441287074
690, 439103280, 425294078, 377961541, 413227569, 405477123, 423804516
691, 496629857, 368339950, 374304348, 332984365, 496299227, 454547538
692, 477569911, 390954033, 357858780, 322813745, 408938101, 448796675
693, 414622604, 354631878, 385146925, 351573269, 483128038, 466171504
694, 491782261, 399018073, 355065254, 352655830, 416243272, 415289097
695, 432365008, 395077360, 411995921, 347148960, 454886563, 459576533
696, 465739465, 371480510, 375528110, 325492185, 414340682, 479211132
697, 523815040, 461268473, 372972944, 349103336, 466258650, 474808505
698, 462998477, 386636381, 391898521, 332979717, 472660020, 471480794
699, 428709786, 398496075, 464906595, 362985443, 435284837, 458169643
700, 504167671, 372617390, 363776980, 347997092, 606207467, 437566301
701, 550219054, 455805702, 410543073, 370946420, 455785210, 484732652
702, 481710140, 403312493, 410874797, 359241221, 420205445, 524420365
703, 461114959, 391692695, 404701586, 363848650, 472920939, 456913724
704, 533997318, 406383429, 408595606, 373053662, 454019649, 488421776
705, 517731637, 425145975, 388829834, 392563270, 503352801, 449172049
706, 496798482, 404395192, 361033360, 359738086, 429547327, 542199190
707, 469509835, 370990849, 475084281, 334465927, 478990149, 467634083
708, 451814993, 410012059, 404823704, 369342144, 438316990, 464245514
709, 544559983, 481787315, 416381544, 413362236, 437027104, 517070843
710, 491607811, 385588906, 436656208, 364529643, 469791747, 442760128
711, 531807487, 381095915, 417555668, 405391193, 501394728, 452343229
712, 511429323, 415808212, 476430668, 398222053, 517025774, 463623686
713, 526094115, 414328172, 397727678, 338302729, 553334362, 529304476
714, 534088713, 428381681, 430208459, 335574613, 550680893, 478834451
715, 448209811, 354521527, 425484436, 314916140, 505610837, 484240419
716, 525389406, 424653274, 436996023, 395744881, 508015141, 508166912
717, 519632068, 386962607, 476300156, 401330786, 530301866, 460932001
718, 480624525, 459704063, 414995695, 384871869, 477544771, 486908764
719, 493338528, 401899748, 392261361, 359260350, 524532625, 523184924
720, 522500696, 406092594, 445169531, 390085522, 505269793, 514855074
721, 501000238, 449192744, 436349647, 396354387, 493448962, 465167398
722, 509131108, 390992135, 465597247, 343427644, 511885713, 605233660
723, 499918604, 381238150, 397194802, 385368382, 506928355, 461174419
724, 452013947, 405562414, 425676455, 413340724, 473576403, 480453743
725, 526567110, 438132881, 422559038, 420110147, 455797957, 499087156
726, 515100524, 469819987, 488351951, 383676026, 509810807, 543480788
727, 509481981, 436021484, 429156131, 422566008, 498758663, 560628860
728, 526266808, 449676959, 475759590, 436694108, 519184284, 554138249
729, 558687310, 438866471, 457650462, 394826325, 560600588, 532385679
730, 515598579, 450975474, 452195356, 481719537, 520382768, 539577309
731, 646863639, 456073009, 518059879, 381787039, 532468406, 535685133
732, 534818276, 466269584, 572006049, 490244823, 531261596, 546951540
733, 561948102, 490217806, 465815055, 489265572, 504856047, 553839516
734, 599065813, 454051605, 521876012, 384119939, 597646288, 515999424
735, 576453191, 431298956, 409107536, 420191741, 532827914, 493875400
736, 477433899, 455567782, 438991103, 393818900, 545284433, 518850538
737, 572098158, 455190009, 440826165, 448045437, 513659931, 501039625
738, 566164398, 415600616, 444850205, 487985723, 498910602, 508499432
739, 511818922, 469826357, 500469373, 407885591, 513034288, 556866611
740, 582392309, 482095160, 481062753, 491668827, 541085202, 547028381
741, 550334894, 496886567, 511641742, 518070340, 568937075, 610087095
742, 605556031, 456829704, 499160080, 406305900, 671494912, 531203111
743, 694068849, 451717678, 497751097, 491106531, 548902227, 613866321
744, 519967501, 521730399, 480497516, 404395369, 602003236, 575048080
745, 592096738, 442445993, 449805665, 440136524, 607522386, 548555659
746, 581094655, 461128634, 522238876, 503881732, 512800879, 564348515
747, 569948322, 445610032, 508456885, 381964776, 597651387, 604588904
748, 546225657, 454242812, 512342631, 425908056, 594802407, 582290512
749, 531609097, 453753678, 443654245, 459182874, 649927974, 610525533
750, 568555293, 464970438, 465154490, 397075839, 554296854, 538378855
751, 524590782, 518124498, 456179546, 450790440, 565043005, 582278724
752, 593235126, 460290871, 608752529, 474422302, 546198893, 544979138
753, 611698733, 483842450, 497140905, 498334064, 603282550, 612436471
754, 581168824, 528412461, 477993497, 471447979, 547686280, 523159765
755, 591876658, 460403675, 454739239, 441340966, 546333059, 589111720
756, 585978488, 447937063, 481014345, 415984838, 575676532, 522441179
757, 590213980, 471143834, 479708237, 454961601, 569764568, 683146648
758, 604615951, 481279624, 495149800, 425097246, 560621989, 550340179
759, 616833363, 434122713, 482565537, 442394346, 514390410, 570986151
760, 624498710, 457144707, 493037695, 494196738, 554226334, 593866162
761, 574400250, 489885472, 532999855, 424386867, 592921181, 599176667
762, 576947992, 555275255, 531324770, 418898588, 530407598, 567530532
763, 529372561, 474663788, 497466653, 472471637, 620721031, 617476429
764, 639541295, 511932649, 530240711, 552713193, 606223702, 569123129
765, 621762842, 538734434, 506063601, 492212366, 524299962, 572178783
766, 548254386, 509312849, 473573597, 487865737, 617409226, 579108691
767, 589513126, 462464018, 506300004, 432134853, 600183232, 543144365
768, 588358272, 465418712, 502396717, 467083375, 600323061, 583347725
769, 609652101, 537957561, 486637215, 505712428, 661470769, 613760201
770, 584225321, 468062573, 514677146, 430521140, 575097104, 612571093
771, 556933838, 496488209, 522007376, 443604982, 605944805, 560769068
772, 598425961, 534158170, 624660392, 472983485, 557782058, 695038376
773, 533335117, 542165206, 529243352, 446089571, 613918948, 592839204
774, 670168057, 488399344, 570217175, 475281873, 546074442, 702130245
775, 609497804, 474310176, 506697037, 472387220, 588224512, 557899025
776, 573043724, 475143234, 551859257, 486623105, 631922651, 636574859
777, 590016596, 498884931, 519945333, 532575023, 658870690, 595436192
778, 668359330, 455040699, 467217749, 488341720, 607887613, 652427519
779, 584320944, 478464947, 555429633, 547627355, 611588871, 579138708
780, 625294228, 488545219, 507372774, 419430127, 557984417, 648465177
781, 607451206, 490239221, 474172426, 495681879, 619099395, 600246652
782, 634213391, 504961074, 531380562, 426836313, 657998439, 601234039
783, 646956584, 532144996, 481563844, 530901268, 611746266, 617634871
784, 594422453, 465636546, 503943750, 496258811, 621997497, 609447370
785, 650879172, 561985725, 511005635, 491962161, 643085849, 594566006
786, 619747050, 516673729, 486165188, 561801616, 586512740, 634234252
787, 639283894, 483934762, 657407323, 489184454, 606768601, 629143540
788, 559058448, 561213526, 538383022, 496841078, 610672206, 660239903
789, 688106078, 546526325, 505725707, 478121196, 572985861, 611946587
790, 605615462, 552703043, 533125298, 414662112, 631279585, 662624346
791, 578020491, 646173097, 576376260, 524807634, 584694596, 621892868
792, 608547705, 537176749, 601052175, 401977677, 613999623, 603658022
793, 608567770, 474310187, 505048840, 458035261, 641848115, 573185808
794, 584591939, 625363969, 568224784, 457615369, 681265973, 609270245
795, 598375422, 531213731, 515828368, 612382144, 642288904, 586773223
796, 597060391, 525501674, 550629304, 489575986, 616555372, 601606250
797, 596003806, 524196757, 541726943, 493327732, 590263155, 617518262
798, 609356167, 622893489, 570746945, 515513994, 654397751, 626494222
799, 645598926, 574218770, 620660249, 566584556, 594764048, 594845954
800, 624596253, 587461520, 530324133, 515458419, 758635236, 767940551
801, 905945290, 685815427, 734144743, 523655206, 671296896, 711143984
802, 804636068, 574632120, 652459603, 535582712, 656657298, 624298391
803, 706655600, 542783303, 549376065, 463707513, 632097914, 627861530
804, 591728665, 536468659, 542797052, 548810321, 619253711, 654510212
805, 701079189, 549157174, 510728828, 555450536, 615669396, 657763798
806, 782477018, 535132290, 555054350, 493145193, 586233153, 693983496
807, 638554334, 554817825, 592258019, 458279872, 634412873, 654965921
808, 623411485, 582999361, 514080806, 442240651, 660886711, 652501025
809, 601210830, 486805238, 655023702, 477110045, 649787968, 626052533
810, 623729305, 529721290, 530283535, 634042957, 601814224, 650947969
811, 824912774, 711833189, 541900977, 519689370, 795322351, 744535238
812, 699246083, 525560558, 588732696, 467820052, 685956154, 595701008
813, 615880691, 577516807, 571561986, 470245620, 621285598, 641894912
814, 653218901, 525638539, 541800262, 538551662, 629303111, 694150988
815, 742767747, 506163386, 527864304, 514569463, 672995364, 666025244
816, 643738609, 553334136, 592164147, 554606555, 777328626, 916752105
817, 703501301, 616207007, 592210496, 545483603, 664051282, 663800975
818, 666566161, 627765557, 624080108, 554156947, 641781513, 670377800
819, 665159885, 579702743, 548187640, 584278327, 691408844, 787495716
820, 776594619, 990518733, 807080099, 779580642, 796563388, 751613053
821, 629833956, 565617698, 582769965, 490187664, 699515276, 734113539
822, 689407087, 568433409, 558489056, 560565548, 721597001, 689007665
823, 766167172, 612150106, 662771559, 484142260, 651074924, 746773452
824, 719348001, 534589333, 564602484, 707300214, 665860856, 739944516
825, 727893596, 629869908, 622004316, 640744720, 727253876, 699903776
826, 690807288, 629867214, 540455020, 511787584, 699128126, 749384355
827, 665490935, 617242818, 636234780, 542086530, 737177068, 670687168
828, 712661564, 572256502, 597147151, 550472503, 670275690, 718197091
829, 759224880, 557676373, 602402870, 561603609, 622816427, 651087640
830, 675399952, 584786770, 596104799, 484361520, 711035183, 762243583
831, 630756225, 576893682, 572089893, 531902110, 669775837, 654364183
832, 744228715, 581445133, 585963560, 562638099, 700367811, 697530067
833, 700816101, 618925705, 608392967, 521516714, 762289513, 717814013
834, 730112862, 578893740, 544264351, 586773831, 688213913, 661707039
835, 703324280, 570040861, 591682013, 524190845, 675722098, 674564749
836, 664211764, 527872250, 591577045, 592595207, 798697785, 672610294
837, 745540546, 600578076, 624229894, 580696265, 740664324, 826130063
838, 699753872, 625817370, 625011474, 575555438, 664495750, 750922706
839, 843872593, 583440044, 672270760, 550807890, 653918286, 677100394
840, 681211098, 615263638, 584019216, 569858357, 701666790, 694859272
841, 659509504, 583001344, 574971405, 601255763, 753897463, 670971906
842, 729119188, 619231573, 558106030, 525862187, 716985740, 664995992
843, 718338238, 568998658, 605854185, 546053529, 700039180, 714416963
844, 696826779, 725672960, 590526108, 533041863, 726415788, 781146403
845, 743510414, 581460737, 585865059, 653099861, 680142723, 678520287
846, 668013697, 576591107, 567568590, 578369195, 649621321, 719580454
847, 686200376, 630471061, 553775011, 550978573, 785590200, 826326861
848, 689208483, 635126112, 675737068, 576580145, 731101430, 678962409
849, 671704517, 678009609, 635217937, 540297533, 822557223, 762662454
850, 747909846, 661059126, 590561975, 577820757, 683690167, 750650043
851, 761395749, 665261050, 622432721, 565053028, 668710627, 681469482
852, 819103446, 587691649, 590207989, 626626876, 667347209, 685796976
853, 720418345, 679636504, 591818580, 584524247, 666190714, 714634640
854, 662420749, 621214528, 638450339, 626331643, 721213461, 690864436
855, 784088605, 691409932, 656228531, 628506560, 706454726, 759559689
856, 686989907, 667389654, 632037423, 554642339, 855058683, 745832789
857, 679625677, 594748088, 623164537, 583794659, 739313938, 779874831
858, 689747164, 625048497, 635533231, 542889703, 712472117, 741086706
859, 771710486, 717243754, 604672120, 615204928, 750411417, 696532897
860, 786148752, 613323928, 639439387, 556679060, 753970953, 748099494
861, 827513069, 704737931, 593952677, 619939602, 837138882, 739808732
862, 800354551, 752621273, 653937018, 660625174, 865670955, 816608417
863, 898130357, 843697075, 914382097, 578183988, 738944090, 824620953
864, 778472094, 606658368, 619073305, 584425191, 704500283, 697561439
865, 825932896, 747738858, 691963951, 667030089, 852131848, 938100411
