cant_ejes, ns_rutas_completas, ns_rutas_vacias, ns_rutas_esparso_conexo, ns_rutas_esparso_disconexo, ns_rutas_denso_conexo, ns_rutas_denso_disconexo
430, 194566085, 155720657, 138483479, 133882422, 167323915, 164392166
431, 167810606, 125466582, 139679322, 128585167, 164616552, 157916718
432, 176008595, 147735547, 138801082, 129851119, 158034666, 168924218
433, 163674604, 146439243, 153129596, 134886444, 163630532, 165245142
434, 157543237, 158423591, 141290102, 145474238, 160128708, 179755039
435, 166291303, 142217520, 147128883, 142093782, 164484744, 188676905
436, 182967194, 158263540, 182552436, 145423605, 169563158, 169127260
437, 175218141, 142469412, 155450585, 122051150, 169097541, 188482596
438, 175055083, 146435154, 155154448, 135312277, 216599178, 185363366
439, 171184963, 136049038, 156286720, 143046835, 161772943, 167977363
440, 172693406, 142358716, 133041059, 129348016, 202840083, 181827459
441, 175921192, 135499781, 142618163, 163577637, 167127707, 154434187
442, 164376228, 141048347, 147518051, 130652272, 175130660, 179640512
443, 168152414, 154914030, 146906322, 166349027, 181453216, 162559137
444, 177444694, 162831681, 153412153, 132054684, 183759650, 172344537
445, 172284850, 155720603, 147816066, 136587157, 171287468, 180788409
446, 188069719, 135179719, 147477484, 121363704, 175728883, 166936023
447, 184515576, 136176285, 162921174, 119648914, 164796002, 170155382
448, 207032780, 151573416, 184166801, 148706672, 185010036, 189880980
449, 185147625, 157138656, 154977758, 137580616, 173001769, 186328491
450, 191333688, 135757932, 166816780, 128755237, 180301849, 202582545
451, 196248924, 156726599, 168449467, 131268212, 175397896, 206450626
452, 194255826, 157694996, 168497208, 163297488, 181100508, 211153217
453, 184137670, 175741772, 149121951, 136306486, 173297418, 181497811
454, 175426967, 154994267, 165525377, 147165430, 180202811, 191052714
455, 179727974, 169551516, 160130348, 142571490, 182578852, 185459173
456, 191918039, 149762390, 169537758, 153815853, 179855070, 193586131
457, 191397725, 165626251, 154900312, 145433061, 178207507, 186656216
458, 171193880, 148756669, 166723905, 150494947, 176680702, 194301030
459, 188637065, 154307904, 166491103, 158791434, 199437263, 179161846
460, 191484500, 175013886, 173512950, 142266314, 196033332, 199765559
461, 220441482, 182024018, 166937679, 173444583, 178704956, 191339253
462, 224959239, 174171117, 162229528, 164397541, 177870571, 190191112
463, 173639117, 153715234, 152985770, 161949258, 190394571, 193624350
464, 231525286, 184254016, 180146011, 162323076, 214708596, 235077293
465, 224964733, 157101480, 174415070, 154926418, 205682110, 245376897
466, 207879630, 172714285, 192916257, 187364039, 185619646, 198028560
467, 200727255, 177947836, 187902832, 142948203, 222508206, 222346897
468, 231126251, 185440969, 202853031, 161005225, 214098117, 223947199
469, 234754317, 185953951, 177432164, 180513105, 230086125, 254784143
470, 230692293, 174796176, 204251051, 162460864, 205965469, 215092406
471, 224515131, 215831241, 193584287, 181615188, 209845932, 220457509
472, 216518531, 159012465, 171456203, 162016208, 217751683, 200001300
473, 225103626, 193953934, 181138923, 170662645, 232910991, 230115449
474, 204403805, 173022688, 188568142, 150217843, 206178499, 211273250
475, 237993202, 188495736, 181511968, 186448574, 215804744, 213335273
476, 207214017, 172922817, 164871304, 157363526, 205399433, 201105156
477, 210208496, 157965953, 202958360, 146039013, 213072291, 192796226
478, 222418397, 167328175, 165431641, 149003042, 210301484, 218014796
479, 196381852, 173584704, 183212625, 163507880, 202756872, 203167152
480, 239681563, 183355345, 215759832, 168644900, 217440421, 212097655
481, 250841205, 175116529, 213987851, 152733145, 234356636, 250158262
482, 223646761, 173229658, 193062241, 176860582, 217159930, 222967299
483, 223156470, 196025728, 203390894, 162193585, 246816381, 238823671
484, 261383023, 208794913, 210741485, 202256068, 260233908, 245386348
485, 224614113, 186137075, 183095439, 183646889, 246033927, 254095957
486, 246123603, 203985220, 205268699, 175941228, 234271378, 216411488
487, 215044701, 160019552, 186530414, 179040585, 225097229, 227166297
488, 261496935, 197202267, 199651895, 200173790, 219485760, 248050539
489, 219031212, 196345158, 194910889, 196188385, 207610473, 199775317
490, 229854538, 186139968, 187145023, 180514973, 218461409, 217393088
491, 259876584, 195717150, 215196337, 168308216, 216406121, 213058448
492, 237857108, 210317830, 202722082, 185405242, 220085821, 265729426
493, 253574671, 211118865, 200908520, 180253578, 221071445, 208794708
494, 234249273, 177365393, 205516810, 167684618, 223758511, 223650384
495, 222263408, 186831814, 181053954, 193276137, 224564102, 216763950
496, 240122716, 177031352, 188212078, 161841512, 212970087, 219141890
497, 228686205, 182700970, 187029795, 170206673, 209285076, 208319872
498, 261373185, 182880155, 205467364, 181360946, 221589271, 223420563
499, 230065404, 203299946, 188981868, 185350332, 221466000, 232795737
